"","marca","modelo","pvp","cilindro","cc","potencia","rpm","peso","plazas","cons90","cons120","consurb","velocida","acel2"
"40","8","Range Rover 2.5 DT",1.78272137853351,"6",-0.105300710600242,0.450358567104544,-0.378302423141603,1.32238256304775,"5",-0.934668186899723,-0.4234371582321,-0.570965457480248,1.00165712705847,"2"
"41","8","Range Rover 2.5 DSE",2.02681375158797,"6",-0.105300710600242,0.450358567104544,-0.378302423141603,1.32238256304775,"5",-0.934668186899723,-0.4234371582321,-0.570965457480248,1.00165712705847,"2"
"42","9","GE 320 techo lona",2.76340506153092,"6",0.909875883024378,2.47324574795238,1.15792271513277,1.2469550800769,"5",3.33687235353715,2.80965134387476,1.83208781474302,1.48322305352888,"2"
"43","9","GE 320 Corto",2.75812069387747,"6",0.909875883024378,2.47324574795238,1.15792271513277,1.41289554261278,"5",3.33687235353715,2.80965134387476,1.83208781474302,1.48322305352888,"2"
"44","9","GE 320 Largo",3.13265025131511,"6",0.909875883024378,2.47324574795238,1.15792271513277,1.82020395065539,"7",3.33687235353715,2.10102920642668,1.83208781474302,1.48322305352888,"2"
"45","9","GD 350 Turbodiesel t",2.93118373452767,"6",1.27140600895907,0.50359244028475,-0.936929746150466,1.32238256304775,"5",2.02785186533875,2.10102920642668,0.34784902895806,-0.32264917073518,"2"
"46","9","GD 350 Turbodiesel C",2.92457827496087,"6",1.27140600895907,0.50359244028475,-0.936929746150466,1.41289554261278,"5",2.02785186533875,2.10102920642668,0.34784902895806,-0.32264917073518,"2"
"47","9","GD 350 Turbodiesel L",3.31033711366207,"6",1.34371203414601,0.50359244028475,-0.936929746150466,1.69951997790203,"7",2.02785186533875,2.10102920642668,0.453866085085557,-0.32264917073518,"2"
"48","10","Montero Corto 3.0 GL",0.276359741664191,"6",0.581606528675676,1.70135458683939,1.15792271513277,0.251312304861613,"5",1.20110208331871,1.03809600025456,1.19598547797804,1.48322305352888,"2"
"49","10","Montero Corto 3.0 GL",0.629379239284378,"6",0.581606528675676,1.70135458683939,1.15792271513277,0.251312304861613,"5",1.20110208331871,1.03809600025456,1.19598547797804,1.48322305352888,"2"
"50","10","Montero Largo 3.0 GL",0.383609182710257,"6",0.581606528675676,1.70135458683939,1.15792271513277,0.749133692469255,"7",1.40778952882372,1.12667376743557,1.30200253410553,1.48322305352888,"2"
"51","10","Montero Co. 3.5 GLS",1.00324825076534,"6",1.34081979313853,2.42001187477217,0.459638561371693,0.402167270803323,"5",1.33889371365539,1.08238488384507,1.69073173990636,2.0851804616169,"1"
"52","10","Montero La. 3.5 GLS",1.40836108599727,"6",1.34081979313853,2.42001187477217,0.459638561371693,0.945245148193478,"7",1.47668534399206,1.12667376743557,1.86742683345218,2.0851804616169,"2"
"53","10","Montero Co. TDI 2.5",-0.46932749252285,"4",-0.134223120675018,-0.481234213549064,-0.657616084646034,0.00994435935487765,"5",-0.0390225897113458,0.595207164349514,-0.747660551026076,-0.32264917073518,"2"
"54","10","Montero Co. TDI 2.5",-0.12216621185597,"4",-0.134223120675018,-0.481234213549064,-0.657616084646034,0.160799325296587,"5",-0.0390225897113458,0.595207164349514,-0.747660551026076,-0.32264917073518,"2"
"55","10","Montero La. TDI 2.5",-0.188117597218253,"4",-0.134223120675018,-0.481234213549064,-0.657616084646034,0.718962699280913,"7",0.305456486130338,0.728073815121029,-0.464948401352751,-0.32264917073518,"2"
"56","10","Montero Co. TDI 2.8",0.346243439674836,"4",0.383488019663464,0.210806137793616,-0.936929746150466,0.537936740150862,"5",0.236560670962,0.462340513577999,0.1004758979939,0.279308237352841,"2"
"57","10","Montero Co. TDI 2.8",0.701378748562513,"4",0.383488019663464,0.210806137793616,-0.936929746150466,0.537936740150862,"5",0.236560670962,0.462340513577999,0.1004758979939,0.279308237352841,"2"
